Section_Name,Thread_Title,Thread_ID,Thread_Views_Count,Thread_Reply_Count,Thread_Participants_Count,Sender_Name,Sender_ID,Receiver_ID,Receiver_Name,Date,Time,Content,Order
Maserati Care & Detailing,What are you guys paying for oil changes?,85817,55238,38,28,Kiwi Graham,post-700362,,,"Sep 15, 2016",2:56 PM,$1500 NZ for full service,11
Maserati Care & Detailing,What are you guys paying for oil changes?,85817,55238,38,28,azapa,post-700370,,,"Sep 15, 2016",3:02 PM,US$1200 for full service here (Chile) on a GT Stradale,12
Maserati Care & Detailing,What are you guys paying for oil changes?,85817,55238,38,28,AcuraNsxPilot,post-723297,,,"Dec 9, 2016",6:38 PM,2012 GTS Ray Catena Maserati in NJ Oil Change only $299.00 I do not know how long the special is good for but I did get it done today. Great Service No Wait,13
Maserati Care & Detailing,What are you guys paying for oil changes?,85817,55238,38,28,TheYoungConnoisseur,post-723393,,,"Dec 10, 2016",11:39 AM,DIY,14
Maserati Care & Detailing,What are you guys paying for oil changes?,85817,55238,38,28,Frari,post-723425,#post-683617,Frari,"Dec 10, 2016",6:14 PM,"Just did one at the local old school indy it cost $170 I provided filter washers and oil.he also lubed the front sway bar as it would creak when cold, he also cleaned the block where the cam cover is weaping a little.",15
Maserati Care & Detailing,What are you guys paying for oil changes?,85817,55238,38,28,Frari,post-723441,#post-683345,theKfactor,"Dec 10, 2016",6:21 PM,"There is no way I would wait 2 years, max would be 6- 12 months. I did mine 6 months ago and boy you can hear and feel the difference once changed. Fifth gear the u k to show did a segment on oil changes and it is well worth hunting down to understand just how important clean oil is to the wear factor on your car.",16
Maserati Care & Detailing,What are you guys paying for oil changes?,85817,55238,38,28,CBi,post-933997,,,"Oct 7, 2018",12:18 PM,To provide another reference = oil change in Japan.,17
Maserati Care & Detailing,What are you guys paying for oil changes?,85817,55238,38,28,swestm3,post-942131,,,"Jan 17, 2019",9:17 PM,Advance Auto parts has sale on Pennziol Platinum Euro 5w40 - 10 qrts $58 and Filter from Leith Maserati $35,18
Maserati Care & Detailing,What are you guys paying for oil changes?,85817,55238,38,28,SeanFulop,post-942135,#post-942131,swestm3,"Jan 17, 2019",10:57 PM,What is Advance Auto parts? Do they work on cars?,19
Maserati Care & Detailing,What are you guys paying for oil changes?,85817,55238,38,28,Brian Miller,post-942145,,,"Jan 18, 2019",12:26 AM,-two 5.1qt Walmart full synthetic $31.96,20
Maserati Care & Detailing,Maserati Care,131792,496,1,2,Reuel Kissinger,post-1051157,,,"May 3, 2023",4:08 AM,"Hey guys,",1
Maserati Care & Detailing,Download: Launch X431 Pro 3 Maserati Car List,131523,692,1,1,Divad Esgro,post-1049566,,,"Mar 12, 2023",9:58 PM,I recently purchased a ,2
Maserati Care & Detailing,Maserati Care,131792,496,1,2,carzillauae,post-1052578,,,"May 3, 2023",4:08 AM,Visit Maserati ,2
Maserati Care & Detailing,Seal Skin Covers Coupons,131754,385,0,1,adi,post-1050901,,,"Apr 4, 2023",4:22 PM,"Seal Skin provides a reliable solution for car, boat, and recreational vehicle owners to safeguard their investments. The outdoor car cover from ",1
Maserati Care & Detailing,My Sticky Button Experience,126755,4187,3,3,born2click,post-1033543,,,"Jun 27, 2022",11:26 PM,Thank you for the suggestion. This sounds like a good idea as it does not involve removing the parts. Starting to see some stickyness on the door switch covers of my 2015 GT. Will give it a try.,2
Maserati Care & Detailing,My Sticky Button Experience,126755,4187,3,3,mlee,post-1044678,,,"Dec 30, 2022",1:20 PM,"Most video's I have seen on this subject, they have had good luck with just isopropyl rubbing alcohol. I used it on my 2007 QP with massive sticky button issue and it works good. Will try the ammonia and report back the difference.",3
Maserati Care & Detailing,My Sticky Button Experience,126755,4187,3,3,mlee,post-1045119,,,"Jan 5, 2023",7:37 AM,"Ammonia does work, but not near as well as alcohol. The rubbing alcohol will take the next layer off under the sticky so need to be a little careful and don't rub too hard. On buttons themselves, it works great and does not affect lettering and leaves no residue as with other cleaners",4
Maserati Care & Detailing,Carbon fiber/Resin Interior Trim deflection in hot climate.,129567,1936,8,5,rphwkr,post-1030949,,,"Feb 25, 2023",5:02 AM,"The carbon fiber/resin interior trim has ""warped up"" on my Quattroporte passenger side dash. Has anyone else in hot climates experienced this? Is there a repair that can remold it in place. Replacement of this one piece is over $2000.",1
Maserati Care & Detailing,Carbon fiber/Resin Interior Trim deflection in hot climate.,129567,1936,8,5,JPreston,post-1031021,,,"May 17, 2022",12:34 PM,"I've been in Los Angeles over 5 years now with my 2014 Ghibli S Q4 9 (still runs great) and have had 0 issues with heat doing any kind of damage like that. Not sure what kind of similarities there are in your climate. Here in LA a lot of people have their go-to luxury car shops. By that I don't mean corporate dealerships, but more mom & pop type places that are owned by families who do exceptional work on Maserati vehicles. They can take care of most high end brands at a fraction of the price. I'm not sure this helps you out specifically, but I bet a locally owned place will be able to either remold the trim or refer to someone else who can. Best of luck!!",2
Maserati Care & Detailing,Carbon fiber/Resin Interior Trim deflection in hot climate.,129567,1936,8,5,MaseratiByChance,post-1031065,,,"May 18, 2022",12:20 AM,"We see the trim pulling away from the dashboard on QP often here in the south Texas area. One customer came to us with an aftermarket trim piece ( don’t know where he found it),,I believe the old carbon fiber was pulled away from the base and the new was a stick on. I was surprised how well it looked, for what it was. If you order that trim from factory you will receive three separate pieces that stretch the length of the dashboard. By the way, we also replace a lot of dashboards here because of the heat.",3
Maserati Care & Detailing,Carbon fiber/Resin Interior Trim deflection in hot climate.,129567,1936,8,5,rphwkr,post-1031080,,,"May 18, 2022",9:43 AM,Thanks for this information. I would like to know how original trim is attached on the passenger side dash in order to remove. Some sort of clip or something?,4
Maserati Care & Detailing,Carbon fiber/Resin Interior Trim deflection in hot climate.,129567,1936,8,5,MaseratiByChance,post-1031126,#post-1031080,rphwkr,"May 18, 2022",7:41 PM,If we are talking about the M156 (2014 +) models then the MTC (radio) needs to be removed first then the trim piece pry's out. Would only use plastic trim removal tools when prying. There is also illumination wiring on the molding. The other pieces easily pop in and out.,5
Maserati Care & Detailing,Carbon fiber/Resin Interior Trim deflection in hot climate.,129567,1936,8,5,rphwkr,post-1032040,#post-1032039,Semtex10,"May 31, 2022",10:10 AM,"Thanks for this information. I didn't know it was originally glued on. Most of it has come entirely loose, except the part near the touch screen. I thought clips or something held it on. Someone else said I would need to remove the touchscreen/radio. Mine is a 2017, by the way, but sounds very similar to yours.",7
Maserati Care & Detailing,Carbon fiber/Resin Interior Trim deflection in hot climate.,129567,1936,8,5,Semtex10,post-1032041,#post-1032040,rphwkr,"May 31, 2022",10:14 AM,I wish I took a picture of the trim before I installed it it just simply had a curved lip that will hide behind the radio. I’ve seen others say it takes special tools to get the radio out so I guess I was lucky I didn’t have to. Good luck,8
Maserati Care & Detailing,Carbon fiber/Resin Interior Trim deflection in hot climate.,129567,1936,8,5,ChrisNLBC,post-1048460,#post-1032039,Semtex10,"Feb 25, 2023",5:02 AM,Would love to see some pics please. Also do you have a link to the store you bought fron? Thanks!,9
Maserati Care & Detailing,i have a question about part number.,131967,360,1,2,hyung jun choi,post-1052724,,,"May 6, 2023",7:26 AM,i need a granturismo part. ,1
Maserati Care & Detailing,Italian Flag Decal - any ideas?,131703,598,3,4,Matthew Howells,post-1050454,,,"May 8, 2023",11:32 PM,I am trying to find somewhere where I can get a decent decal made for my car. 3200GT - just resprayed,1
Maserati Care & Detailing,Italian Flag Decal - any ideas?,131703,598,3,4,MikeDiesel87,post-1052316,,,"Apr 29, 2023",2:53 PM,I agree with this ^^,3
Maserati Care & Detailing,Italian Flag Decal - any ideas?,131703,598,3,4,BrianGTC,post-1052894,,,"May 8, 2023",11:32 PM,Definitely vinyl! Then you can easily remove it or change color schemes if you get tired of it.,4
Maserati Care & Detailing,DIY full detail: Could I do it?,126091,4726,20,14,timado404,post-997763,#post-997756,GlengarryGR,"Dec 20, 2020",5:48 AM,"Maaaaan, that looks freakin' amazing! I would love to do this myself, but I'm never in any one spot long enough to pull this off. Love the red calipers with the black too 👍🏽",2
Maserati Care & Detailing,DIY full detail: Could I do it?,126091,4726,20,14,WillR,post-997767,,,"Dec 20, 2020",6:54 AM,Nice,3
Maserati Care & Detailing,DIY full detail: Could I do it?,126091,4726,20,14,GlengarryGR,post-997789,,,"Dec 20, 2020",11:59 AM,Thanks guys. It took some real courage to take a coarse foam pad with rubbing compound to an already nice car...scared me to see it in a haze but in the end...great results. It is even better than the photos show. It is like a black diamond.,4
Maserati Care & Detailing,DIY full detail: Could I do it?,126091,4726,20,14,tasnam,post-997817,,,"Dec 20, 2020",6:30 PM,AMAZING!!!!,5
Maserati Care & Detailing,DIY full detail: Could I do it?,126091,4726,20,14,nickbol,post-1000489,,,"Feb 2, 2021",2:50 AM,Looks awesome. Did you put ceramic coat on your wheels?,6
Maserati Care & Detailing,DIY full detail: Could I do it?,126091,4726,20,14,Daverb46,post-1000970,,,"Feb 9, 2021",3:39 AM,"Really nice job, I should say great job, black is such a hard color to get the look you got.",8
Maserati Care & Detailing,DIY full detail: Could I do it?,126091,4726,20,14,UNION73,post-1001017,,,"Feb 9, 2021",8:01 PM,"It's worth doing the inside of the rims. Even just waxed, the brake dust and road dirt wash off easier. I pull the wheels on my cars during the summer and thoroughly wash and wax both sides.",9
Maserati Care & Detailing,DIY full detail: Could I do it?,126091,4726,20,14,Horseygal,post-1005806,#post-997756,GlengarryGR,"Apr 21, 2021",11:52 AM,Excellent post and information! Gorgeous car!! 💯 Thank you for sharing both. I bookmarked your post btw👍🙂,10
Maserati Care & Detailing,DIY full detail: Could I do it?,126091,4726,20,14,GlengarryGR,post-1005812,,,"Apr 21, 2021",12:39 PM,"Ahh...you had to post a pic of your white Maserati. My only mistake was buying a black car. A mistake I've made before. It always shows dirt. I drive it, then wipe it. If I were to buy again, I would buy your white one.",11
Maserati Care & Detailing,DIY full detail: Could I do it?,126091,4726,20,14,Horseygal,post-1005813,#post-1005812,GlengarryGR,"Apr 21, 2021",12:51 PM,"You're awesome💯 Thanks🙂 I admit the first stop made upon picking up the car was the automotive Dept of the local shoppings center to get new detailing supplies....after taking it for a ride for a few, 10 miles maybe😁. Can't use ""old"" stuff on my new car😁 (except my trickle charger. Which I'm working on replacing). I'm that person you see who every time gets out of the car, gets my handy dandy at the ready polishing cloth and wipes marks off and checks for more. Yeah🙄 I'm THAT person💯",12
Maserati Care & Detailing,DIY full detail: Could I do it?,126091,4726,20,14,GlengarryGR,post-1005816,,,"Apr 21, 2021",1:08 PM,I am the same,13
Maserati Care & Detailing,DIY full detail: Could I do it?,126091,4726,20,14,ddsski,post-1010051,,,"Jun 21, 2021",4:18 PM,What now sucks is taking it out of the garage!!!,14
Maserati Care & Detailing,DIY full detail: Could I do it?,126091,4726,20,14,GlengarryGR,post-1010071,,,"Jun 22, 2021",1:44 AM,No Mecum. I detailed the car because it is therapy for me. It is fun. And it looks good and keeps the value a bit buoyant. If I were to sell it I'd have an auction of Bring a trailer. Auction fees on Mecum and Barrett Jackson are way too high. I go to those shows for fun. Collinite sounds good but I can't be harder than ceramic coat. Ceramic coat a small section of paint on anything and I dare you try to sand it off. That is why it will last at least 5 years.,15
Maserati Care & Detailing,DIY full detail: Could I do it?,126091,4726,20,14,BritinMN,post-1010085,,,"Jun 22, 2021",9:20 AM,Looks awesome - you really did a great job!,16
Maserati Care & Detailing,DIY full detail: Could I do it?,126091,4726,20,14,Craig LNU,post-1010153,,,"Jun 23, 2021",6:16 AM,"As one who considers himself an amateur detailer, kudos to you on this project, car looks beautiful...well done.",18
Maserati Care & Detailing,DIY full detail: Could I do it?,126091,4726,20,14,Vfalcone,post-1010174,#post-997756,GlengarryGR,"Jun 23, 2021",2:40 PM,I might have missed it but what ceramic coating did you use and would you recommend another product other than what you stated. The car looks amazing.,19
Maserati Care & Detailing,DIY full detail: Could I do it?,126091,4726,20,14,Austin Parker,post-1024366,,,"Feb 9, 2022",5:15 AM,Looks amazing ,20
